nctid,stop_date,stop_status,restart_date,restart_status,why_stopped,covid19_explicit,restart_expected
NCT03879044,2020-07-22,Terminated,NA,NA,Funding stopped,FALSE,NA
NCT04034914,2020-07-22,Terminated,NA,NA,Funding unavailable,FALSE,NA
NCT04487548,2020-07-22,Suspended,2021-10-22,Not yet recruiting,COVID19 changed the workflow within the department and the study is no longer feasible,TRUE,FALSE
NCT01341730,2020-07-23,Terminated,NA,NA,NA,FALSE,NA
NCT01798043,2020-07-23,Terminated,NA,NA,Due to slow enrolment,FALSE,NA
NCT02749526,2020-07-23,Terminated,NA,NA,low accrual rate,FALSE,NA
NCT02959411,2020-07-23,Terminated,NA,NA,Low accrual rate,FALSE,NA
NCT03115840,2020-07-23,Suspended,NA,NA,Study enrollment halted due to COVID-19,TRUE,FALSE
NCT03978390,2020-07-23,Withdrawn,NA,NA,Change in research direction,FALSE,NA
NCT04040127,2020-07-23,Withdrawn,NA,NA,Did not obtain IRB approval,FALSE,NA
NCT04136847,2020-07-23,Withdrawn,NA,NA,Due to COVID 19 the Study did not start enrolling,TRUE,FALSE
NCT04285749,2020-07-23,Withdrawn,NA,NA,PI moving to new institution prior to study activation,FALSE,NA
NCT02269345,2020-07-24,Terminated,NA,NA,Unworkable. This study had several PIs and attempted several avenues of recruitment. Still were only able to recruit 34 out of the 120 needed.,FALSE,NA
NCT02608307,2020-07-24,Terminated,NA,NA,Slow accrual and COVID-19 restrictions,TRUE,FALSE
NCT02678351,2020-07-24,Suspended,2021-01-21,"Active, not recruiting",Due to Covid-19,TRUE,FALSE
NCT02722512,2020-07-24,Terminated,NA,NA,Lack of substantial evidence for immune responses in response to vaccination.,FALSE,NA
NCT02904876,2020-07-24,Terminated,NA,NA,NA,FALSE,NA
NCT03013608,2020-07-24,Terminated,NA,NA,recruitment difficulty,FALSE,NA
NCT03170583,2020-07-24,Terminated,NA,NA,Abbott received FDA approval to transition the ongoing Brady MRI PAS study to EP a new EP-Passion Real World Evidence methodology,FALSE,NA
NCT03287180,2020-07-24,Withdrawn,NA,NA,unable to enroll any participants,FALSE,NA
NCT03698370,2020-07-24,Suspended,2020-11-17,Recruiting,Due to Covid-19 issues,TRUE,FALSE
NCT03831711,2020-07-24,Suspended,2020-11-17,Recruiting,Due to Covid issues,TRUE,FALSE
NCT03949517,2020-07-24,Suspended,2020-09-15,Recruiting,Due to Covid,TRUE,FALSE
NCT04105842,2020-07-24,Suspended,2021-07-07,Recruiting,COVID-19,TRUE,FALSE
NCT04114019,2020-07-24,Withdrawn,NA,NA,The study device became unavailable for use.,FALSE,NA
NCT04140539,2020-07-24,Suspended,NA,NA,Recruitment on hold for business reasons,FALSE,NA
NCT04159935,2020-07-24,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT04201639,2020-07-24,Suspended,2021-07-07,Recruiting,COVID-19,TRUE,FALSE
NCT04205162,2020-07-24,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT04209530,2020-07-24,Suspended,NA,NA,Study temporarily suspended due to COVID-19 related disruptions,TRUE,TRUE
NCT04264208,2020-07-24,Suspended,2021-02-04,Recruiting,Due to Covid Issues,TRUE,FALSE
NCT04322903,2020-07-24,Withdrawn,NA,NA,Due to COVID 19 restrictions and protocol could not to be implemented safely for participants and researchers.,TRUE,FALSE
NCT04490863,2020-07-24,Suspended,2020-12-30,Completed,Enrollment paused due to Covid-19 pandemic,TRUE,FALSE
NCT00293215,2020-07-27,Terminated,NA,NA,Abnormal distribution and lack of tumor targeting were observed.,FALSE,NA
NCT01715571,2020-07-27,Terminated,NA,NA,Unable to obtain adequate recruitment,FALSE,NA
NCT02507232,2020-07-27,Terminated,NA,NA,low enrollment,FALSE,NA
NCT02654704,2020-07-27,Terminated,NA,NA,There was insufficient enrollment of subjects.,FALSE,NA
NCT02926248,2020-07-27,Suspended,NA,NA,Continuing IRB review was not submitted. Study was inactivated with the institutional IRB.,FALSE,NA
NCT03511222,2020-07-27,Terminated,NA,NA,Low accrual,FALSE,NA
NCT03750773,2020-07-27,Withdrawn,NA,NA,Lack of funding,FALSE,NA
NCT03809130,2020-07-27,Terminated,NA,NA,Terminated Per PI,FALSE,NA
NCT03876132,2020-07-27,Terminated,NA,NA,The number of patients is suffisant to answer to the primary outcome,FALSE,NA
NCT03881007,2020-07-27,Terminated,NA,NA,"An interim analysis, planned because of the influence of the COVID-lockdown, showed the LCM mouthwash did not affect the incidence of Ng, Ct and syphilis.",TRUE,FALSE
NCT03947437,2020-07-27,Withdrawn,2021-09-08,Not yet recruiting,Finances,FALSE,NA
NCT04013373,2020-07-27,Suspended,NA,NA,Covid-19 pandemic,TRUE,FALSE
NCT04038424,2020-07-27,Suspended,NA,NA,Due to the Pandemic of COVID-19,TRUE,FALSE
NCT04248959,2020-07-27,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT04290832,2020-07-27,Terminated,NA,NA,The study was stopped prematurely due to the COVID-19 pandemic,TRUE,FALSE
NCT01498445,2020-07-28,Terminated,NA,NA,Terminated per memo from PI/study team,FALSE,NA
NCT01974154,2020-07-28,Terminated,NA,NA,Lack of funding.,FALSE,NA
NCT02271516,2020-07-28,Terminated,NA,NA,Some concerns arose for the accumulation of radioactivity in liver and spleen.,FALSE,NA
NCT02394106,2020-07-28,Terminated,NA,NA,NA,FALSE,NA
NCT02514252,2020-07-28,Terminated,NA,NA,NA,FALSE,NA
NCT02648971,2020-07-28,Terminated,NA,NA,NA,FALSE,NA
NCT02693717,2020-07-28,Terminated,NA,NA,The trial was closed due to the changing efficacy of treatments for metastatic urothelial cancer.,FALSE,NA
NCT02737202,2020-07-28,Terminated,NA,NA,NA,FALSE,NA
NCT02740114,2020-07-28,Terminated,NA,NA,Per PIs request,FALSE,NA
NCT02765165,2020-07-28,Terminated,NA,NA,Business reasons not related to safety,FALSE,NA
NCT03135470,2020-07-28,Terminated,NA,NA,"Phase II recruitment unsuccesful, phase III lacking personnel resources",FALSE,NA
NCT03345953,2020-07-28,Terminated,NA,NA,Study facing recruitment difficulties related to stringent eligibility criteria,FALSE,NA
NCT03448874,2020-07-28,Withdrawn,NA,NA,The company will design a new study,FALSE,NA
NCT03505606,2020-07-28,Suspended,2020-10-01,Recruiting,Clinic building closed due to COVID pandemic.,TRUE,FALSE
NCT03736642,2020-07-28,Withdrawn,NA,NA,never started,FALSE,NA
NCT03847389,2020-07-28,Terminated,NA,NA,Difficulty in enrollment and COVID-19 pandemic.,TRUE,FALSE
NCT03886753,2020-07-28,Terminated,NA,NA,Feasibility,FALSE,NA
NCT03907813,2020-07-28,Withdrawn,NA,NA,change in design,FALSE,NA
NCT04021797,2020-07-28,Terminated,NA,NA,Study stopped due to COVID-19,TRUE,FALSE
NCT04249180,2020-07-28,Withdrawn,NA,NA,CPP,FALSE,NA
NCT04267315,2020-07-28,Suspended,NA,NA,COVID pandemic,TRUE,FALSE
NCT04419493,2020-07-28,Suspended,2021-02-08,Recruiting,The study was put on hold after observation of unexpected laboratory findings. Root cause analysis is ongoing.,FALSE,NA
NCT00889083,2020-07-29,Withdrawn,NA,NA,no patients to include,FALSE,NA
NCT00983528,2020-07-29,Terminated,NA,NA,Support withdrawn due to slow accrual,FALSE,NA
NCT01199211,2020-07-29,Terminated,NA,NA,IRB approval expired,FALSE,NA
NCT01387477,2020-07-29,Withdrawn,NA,NA,NA,FALSE,NA
NCT01794559,2020-07-29,Suspended,NA,NA,No site recruitment due to Covid-19,TRUE,FALSE
NCT02021721,2020-07-29,Terminated,NA,NA,Lack of funding,FALSE,NA
NCT02229175,2020-07-29,Withdrawn,NA,NA,Study not feasible with current resources.,FALSE,NA
NCT02258464,2020-07-29,Terminated,NA,NA,Due to lower than expected recruitment since the start of study,FALSE,NA
NCT02665143,2020-07-29,Suspended,2020-10-30,Recruiting,NA,FALSE,NA
NCT02679560,2020-07-29,Terminated,NA,NA,Poor recruitment,FALSE,NA
NCT02685111,2020-07-29,Terminated,NA,NA,NA,FALSE,NA
NCT02762318,2020-07-29,Terminated,NA,NA,Lack of funding,FALSE,NA
NCT03059615,2020-07-29,Withdrawn,NA,NA,No recruitment since initiation,FALSE,NA
NCT03113617,2020-07-29,Suspended,2020-12-03,Recruiting,Suspended due to Covid,TRUE,FALSE
NCT03854214,2020-07-29,Suspended,2021-07-07,Recruiting,Patient recruitment is temporarily suspended due to COVID-19.,TRUE,TRUE
NCT04220892,2020-07-29,Withdrawn,NA,NA,One of the study drugs will no longer be supplied by manufacturer and the pembrolizumab + abemaciclib study arm is removed due to toxicity seen in other trials.,FALSE,NA
NCT04316598,2020-07-29,Terminated,NA,NA,Terminated by the sponsor in the context of COVID-19 pandemia,TRUE,FALSE
NCT04335552,2020-07-29,Terminated,NA,NA,"Poor recruitment, strong evidence from larger trials of no therapeutic benefit",FALSE,NA
NCT04412252,2020-07-29,Withdrawn,NA,NA,"Due to the pursuit of other SARS-CoV-2-related research including alternative trials with tofacitinib, this trial was canceled prior to subject enrollment.",FALSE,NA
NCT04493528,2020-07-29,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT00714272,2020-07-30,Terminated,NA,NA,Primary outcome not achieved.,FALSE,NA
NCT02151019,2020-07-30,Terminated,NA,NA,NA,FALSE,NA
NCT02424955,2020-07-30,Suspended,2021-06-22,Recruiting,Suspended due to Covid,TRUE,FALSE
NCT02436135,2020-07-30,Terminated,NA,NA,NA,FALSE,NA
NCT02828098,2020-07-30,Terminated,NA,NA,NA,FALSE,NA
NCT02834481,2020-07-30,Terminated,NA,NA,too complicated recruitment,FALSE,NA
NCT03294200,2020-07-30,Terminated,NA,NA,As per sponsor,FALSE,NA
NCT03303235,2020-07-30,Withdrawn,NA,NA,Collaborators left the institution.,FALSE,NA
NCT03381677,2020-07-30,Suspended,NA,NA,In light of the ongoing COVID-19 pandemic and its impact on clinical trials,TRUE,FALSE
NCT03465735,2020-07-30,Terminated,NA,NA,Due to lack of recruitment of eligible participants,FALSE,NA
NCT03632967,2020-07-30,Terminated,NA,NA,as per sponsor,FALSE,NA
NCT03662009,2020-07-30,Suspended,2020-10-28,Recruiting,Temporary Restrictions on in-person contact due to COVID-19,TRUE,TRUE
NCT03762681,2020-07-30,Terminated,NA,NA,The study was terminated due to program discontinuation.,FALSE,NA
NCT03784963,2020-07-30,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT04264052,2020-07-30,Suspended,NA,NA,Due to COVID-19 Royal Brompton Hospital's internal imposed restrictions,TRUE,FALSE
NCT04418934,2020-07-30,Withdrawn,NA,NA,Grant application for study was rejected,FALSE,NA
NCT00156429,2020-07-31,Terminated,NA,NA,Preliminary analyses did not reveal significant associations.,FALSE,NA
NCT02799836,2020-07-31,Withdrawn,NA,NA,"This study never started, did not receive IRB approval and was closed administratively at the site. Therefore, no subjects were recruited or enrolled.",FALSE,NA
NCT03073759,2020-07-31,Terminated,NA,NA,Not enough participants,FALSE,NA
NCT03313076,2020-07-31,Terminated,NA,NA,"COVID-19 global pandemic, and study funding period ended 7/31/2020.",TRUE,FALSE
NCT03583931,2020-07-31,Suspended,2021-07-02,Completed,Lack of study personnel,FALSE,NA
NCT03839485,2020-07-31,Suspended,2021-03-01,"Active, not recruiting","Follow-ups paused temporarily since March 16th, 2020 due to COVID-19",TRUE,TRUE
NCT03949530,2020-07-31,Terminated,NA,NA,Due to development challenges associated with the SARS-CoV-2 pandemic and emerging nonclinical data,FALSE,NA
NCT04260360,2020-07-31,Withdrawn,NA,NA,Not initiated,FALSE,NA
NCT04287543,2020-07-31,Withdrawn,NA,NA,"Due to the COVID-19 pandemic, we were unable to begin the study",TRUE,FALSE
NCT04321850,2020-07-31,Terminated,NA,NA,Health restrictions due to the COVID-19 pandemic,TRUE,FALSE
NCT04353505,2020-07-31,Withdrawn,NA,NA,PI closed the study before any enrollment,FALSE,NA
NCT04424537,2020-07-31,Suspended,2021-03-15,Not yet recruiting,Suspended due to lack of funding,FALSE,NA
NCT03163459,2020-08-01,Suspended,NA,NA,Interim analysis,FALSE,NA
NCT04501211,2020-08-01,Withdrawn,NA,NA,Abandoned due to limited resources,FALSE,NA
NCT00527709,2020-08-03,Withdrawn,NA,NA,The study was a retrospective chart review and was mistakenly registered in ClinicalTrials.gov,FALSE,NA
NCT01961804,2020-08-03,Terminated,NA,NA,NA,FALSE,NA
NCT02756013,2020-08-03,Terminated,NA,NA,Lack of accrual - terminated,FALSE,NA
NCT02758899,2020-08-03,Terminated,NA,NA,NA,FALSE,NA
NCT02952586,2020-08-03,Terminated,NA,NA,NA,FALSE,NA
NCT03245970,2020-08-03,Withdrawn,NA,NA,Investigator retired. Other investigators did not want to continue study.,FALSE,NA
NCT03371914,2020-08-03,Terminated,NA,NA,Due to defunding of USAID project that supported the majority of the sites selected in the randomization.,FALSE,NA
NCT03395353,2020-08-03,Terminated,NA,NA,Business decision,FALSE,NA
NCT03420456,2020-08-03,Terminated,NA,NA,Sponsor withdrew funding for reasons unrelated to safety or efficacy,FALSE,NA
NCT03529552,2020-08-03,Terminated,NA,NA,The Dm production has been stopped,FALSE,NA
NCT03587129,2020-08-03,Terminated,NA,NA,No patient enter this study.,FALSE,NA
NCT03638336,2020-08-03,Withdrawn,NA,NA,No actual DM,FALSE,NA
NCT03642457,2020-08-03,Terminated,NA,NA,PI left institution and unable to find new PI,FALSE,NA
NCT03650660,2020-08-03,Terminated,NA,NA,departure of the principal recruiter in the study,FALSE,NA
NCT03727165,2020-08-03,Suspended,NA,NA,Covid pandemia. Is one temporal decision.,TRUE,TRUE
NCT04008550,2020-08-03,Terminated,NA,NA,NA,FALSE,NA
NCT04295616,2020-08-03,Terminated,NA,NA,Due to COVID-19 situation IPV is no longer allowed in the center,TRUE,FALSE
NCT04408391,2020-08-03,Withdrawn,NA,NA,No Inclusion potentiel,FALSE,NA
NCT00575328,2020-08-04,Terminated,NA,NA,Only N=10 enrolled; funding ran out; too few subjects to yield useful data.,FALSE,NA
NCT02767323,2020-08-04,Suspended,2020-10-05,Completed,Covid-19,TRUE,FALSE
NCT02921737,2020-08-04,Terminated,NA,NA,insufficient time to accrue sufficient subjects before end of funding,FALSE,NA
NCT02932176,2020-08-04,Suspended,2020-10-08,Recruiting,COVID-19,TRUE,FALSE
NCT03053518,2020-08-04,Terminated,NA,NA,Withdrawal of Funding,FALSE,NA
NCT03311828,2020-08-04,Suspended,2021-01-24,"Active, not recruiting",To determine if met the optimal imaging dose or if need to further escalate,FALSE,NA
NCT03328598,2020-08-04,Terminated,NA,NA,Don't have enough funding to finish the project.,FALSE,NA
NCT03517969,2020-08-04,Suspended,2020-12-22,"Active, not recruiting",Scheduled Interim Monitoring,FALSE,NA
NCT03657095,2020-08-04,Terminated,NA,NA,"The pivotal study, BPS-314d-MR-PAH-302 (NCT01908699), failed to demonstrate efficacy.",FALSE,NA
NCT03710421,2020-08-04,Suspended,2020-11-13,Recruiting,FDA Clinical Hold,FALSE,NA
NCT03797144,2020-08-04,Terminated,NA,NA,Delay in enrollment as compared to plan (impacted by COVID-19 pandemic) and availability of data from alternative data sources to support the products in scope.,TRUE,FALSE
NCT04005079,2020-08-04,Suspended,NA,NA,not performing Trabectomes,FALSE,NA
NCT04022720,2020-08-04,Withdrawn,NA,NA,"No patients enrolled. Also, impacted of COVID on enrolling subjects hindered recruitment.",TRUE,FALSE
NCT04123808,2020-08-04,Withdrawn,NA,NA,Closed by sponsor,FALSE,NA
NCT04176406,2020-08-04,Suspended,NA,NA,Covid-19,TRUE,FALSE
NCT04232306,2020-08-04,Suspended,NA,NA,Decision was made to suspend enrollment until further notice.,FALSE,NA
NCT01876264,2020-08-05,Withdrawn,NA,NA,Study abandoned,FALSE,NA
NCT02489448,2020-08-05,Suspended,2021-01-22,"Active, not recruiting",Suspended due to COVID-19,TRUE,FALSE
NCT02910648,2020-08-05,Suspended,NA,NA,COVID-19; unable to continue to enroll due to pandemic,TRUE,FALSE
NCT03259568,2020-08-05,Suspended,NA,NA,Covid-19,TRUE,FALSE
NCT03405727,2020-08-05,Withdrawn,NA,NA,Lack of human ressources,FALSE,NA
NCT03449212,2020-08-05,Suspended,2021-07-02,Enrolling by invitation,COVID-19 pandemic,TRUE,FALSE
NCT03805360,2020-08-05,Terminated,NA,NA,Insufficient enrollment,FALSE,NA
NCT03989752,2020-08-05,Suspended,NA,NA,COVID-19 - To resume most likely in 2021,TRUE,TRUE
NCT04038502,2020-08-05,Suspended,2020-11-04,Recruiting,Currently Suspended during modification of study drugs due to change in standard of care.,FALSE,NA
NCT04039477,2020-08-05,Withdrawn,NA,NA,"Clinical trial activity slowdown due to COVID-19 pandemic, high screen fail rate, and lack of enrollment led to the decision to withdraw the MARINA study.",TRUE,FALSE
NCT04236661,2020-08-05,Withdrawn,NA,NA,study team unable to start up study at this time,FALSE,NA
NCT04327401,2020-08-05,Terminated,NA,NA,"The Data Monitoring Committee recommended to stop the trial based on the Recovery Trial results, which was accepted by the CoDEX Steering Committee.",FALSE,NA
NCT01569438,2020-08-06,Terminated,NA,NA,NA,FALSE,NA
NCT02459054,2020-08-06,Terminated,NA,NA,"50cc TAH-t received FDA approval March 5, 2020.",FALSE,NA
NCT02661087,2020-08-06,Withdrawn,NA,NA,Principal investigator departure,FALSE,NA
NCT02859298,2020-08-06,Withdrawn,NA,NA,Lack of human ressources,FALSE,NA
NCT03115593,2020-08-06,Withdrawn,NA,NA,Lack of human ressources,FALSE,NA
NCT03117530,2020-08-06,Suspended,NA,NA,COVID,TRUE,FALSE
NCT03150797,2020-08-06,Terminated,NA,NA,Insufficient Fund,FALSE,NA
NCT03449524,2020-08-06,Terminated,NA,NA,LOE,FALSE,NA
NCT03558672,2020-08-06,Terminated,NA,NA,Low enrollment numbers,FALSE,NA
NCT03738293,2020-08-06,Withdrawn,NA,NA,Study was not started at site.,FALSE,NA
NCT04074577,2020-08-06,Suspended,2021-06-28,Completed,"suspended due to COVID-19, will resume",TRUE,TRUE
NCT04076566,2020-08-06,Withdrawn,NA,NA,Update to clinical strategy - COVID impact,TRUE,FALSE
NCT04265898,2020-08-06,Withdrawn,NA,NA,"The study did not receive IRB approval and was withdrawn by the PI on April 9, 2020.",FALSE,NA
NCT04336774,2020-08-06,Withdrawn,NA,NA,Technology was approved by FDA before study enrolled subjects,FALSE,NA
NCT04370834,2020-08-06,Suspended,NA,NA,pending evaluation of data from other trial,FALSE,NA
NCT04504591,2020-08-06,Terminated,NA,NA,Early termination due to COVID19; preliminary data can be considered significant,TRUE,FALSE
NCT04507100,2020-08-06,Suspended,NA,NA,Schools are in lockdown due to COVID-19 pandemic,TRUE,FALSE
NCT01984866,2020-08-07,Terminated,NA,NA,Recruitment was very low.,FALSE,NA
NCT02728284,2020-08-07,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT02728336,2020-08-07,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT02741180,2020-08-07,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT02893527,2020-08-07,Terminated,NA,NA,"An IDMC validated the premature termination of the study on 19/02/2016 for lack of inclusion, with continuation of the FU initially planned for women included",FALSE,NA
NCT03324828,2020-08-07,Terminated,NA,NA,COVID-19,TRUE,FALSE
NCT03809039,2020-08-07,Terminated,NA,NA,Preclinical finding,FALSE,NA
NCT04063228,2020-08-07,Terminated,NA,NA,Lack of resources,FALSE,NA
NCT04354389,2020-08-07,Withdrawn,NA,NA,No COVID-19 in EU countries - Sponsor withdraw in regulatory stage,FALSE,NA
NCT04415073,2020-08-07,Suspended,NA,NA,"Given enrollment challenges, partly attributable to the constantly changing COVID-19 treatment landscape, the trial has been suspended.",TRUE,FALSE
NCT01805869,2020-08-08,Suspended,2020-08-14,Enrolling by invitation,NA,FALSE,NA
NCT02511691,2020-08-09,Terminated,NA,NA,"Enough data for a publication, decision of Sponsor-PI",FALSE,NA
NCT03431337,2020-08-09,Terminated,NA,NA,Futility found by interim analysis,FALSE,NA
NCT04502069,2020-08-09,Withdrawn,NA,NA,To be replaced with a randomized placebo-controlled study.,FALSE,NA
NCT00606463,2020-08-10,Terminated,NA,NA,Abbott funding allocated to a different project.,FALSE,NA
NCT00914940,2020-08-10,Terminated,NA,NA,Did not reach one of the primary endpoints of decreased total acute GVHD,FALSE,NA
