nctid,why_stopped,covid19_explicit,restart_expected
NCT03908827,Change of study design,FALSE,NA
NCT03938103,Temporarily halted as a precautionary measure due to COVID-19 pandemic.,TRUE,TRUE
NCT04021914,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT04129398,COVID-19,TRUE,FALSE
NCT04130295,Covid-19,TRUE,FALSE
NCT04149600,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT04203147,"Due to COVID-19, a partial suspension of human subjects research was put into effect for research involving direct contact with human subjects.",TRUE,FALSE
NCT04243811,"Due to the technical problem in the laser device,it has not started.",FALSE,NA
NCT04341870,DSMB recommendation (futility),FALSE,NA
NCT04376736,Covid-19,TRUE,FALSE
NCT02447874,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02567448,Failed to accrue,FALSE,NA
NCT02640209,Study is terminated due to administrative reasons.,FALSE,NA
NCT02664337,Suspended due to COVID,TRUE,FALSE
NCT02918175,The study is halted due to COVID-19. Will update once enrollment resumes.,TRUE,TRUE
NCT02978118,study deemed non-essential under COVID-19 pandemic,TRUE,FALSE
NCT03053063,This study was terminated early due to lack of efficacy based on the results of the Week 48 analysis as prespecified in the clinical study protocol.,FALSE,NA
NCT03214224,Restrictions on recruitment and site visits due to COVID19,TRUE,FALSE
NCT03248765,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03253328,No one is currently receiving treatment and enrollment is of course on hold. Subjects being unblinded to perform interim analysis.,FALSE,NA
NCT03352414,stopped by sponsor,FALSE,NA
NCT03399448,Sponsor has terminated trial to pursue other targets.,FALSE,NA
NCT03577119,Accrual on hold due to temporary pandemic research policy.,TRUE,TRUE
NCT03612193,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03670017,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03697564,Working on getting accurate information for patients interested in the study.,FALSE,NA
NCT03794258,Can not recruit the patients due to the pandemic of COVID-19,TRUE,FALSE
NCT03881137,Enrolment stop 13.03.20 due to Corona pandemic. Continued suspension decided 28.04. Reopening estimated 01.10.20,TRUE,TRUE
NCT03926611,COVID-19 Pandemic,TRUE,FALSE
NCT03940651,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04006496,COVID-19 restrictions,TRUE,FALSE
NCT04020887,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04068532,Healthy volunteer enrollment on hold at site due to COVID-19 pandemic.,TRUE,TRUE
NCT04157179,Temporarily halted due to COVID-19,TRUE,TRUE
NCT04188301,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04230681,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04246476,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04258670,Study temporarily paused due to COVID-19 and expected to resume.,TRUE,TRUE
NCT04258774,Temporarily halted due to COVID-19,TRUE,TRUE
NCT01133678,Primary endpoint reached futility boundary,FALSE,NA
NCT02260141,unable to get adequate enrollment,FALSE,NA
NCT02886936,COVID 19 is causing us to suspend bringing patients into the hospital for safety reasons.,TRUE,FALSE
NCT02888587,COVID-19 Restrictions,TRUE,FALSE
NCT03081026,COVID19,TRUE,FALSE
NCT03179943,Pending Interim Analysis,FALSE,NA
NCT03303950,"Original PI left institution, new PI decided to end study",FALSE,NA
NCT03437512,Covid-19 paused human subjects research at study site,TRUE,TRUE
NCT03463395,Funding for this study has ended and we were unable to enroll any subjects,FALSE,NA
NCT03629964,PI left site.,FALSE,NA
NCT03630601,Suspended Temporarily due to COVID-19,TRUE,TRUE
NCT03650400,Company Decision,FALSE,NA
NCT03657147,Study halted prematurely due to COVID-19 but potentially will resume. Follow-up visits continue virtually.,TRUE,TRUE
NCT03806192,COVID19 Suspension,TRUE,FALSE
NCT03881735,Temporarily Suspended due to COVID 19,TRUE,TRUE
NCT03956238,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04032717,"Due to the COVID-19 pandemic, study has been temporarily halted and will resume in the future",TRUE,TRUE
NCT04037072,Due to COVID-19,TRUE,FALSE
NCT04048122,Temporarily paused due to COVID-19 and expected to resume.,TRUE,TRUE
NCT04199585,new safety data from another study,FALSE,NA
NCT04203186,Funding was lost due to the COVID19 Pandemic,TRUE,FALSE
NCT04357535,We cannot meet number of subjects as recently published similar studies.,FALSE,NA
NCT02052921,"During the execution time foreseen in the project, the expected number of patients was not reached.",FALSE,NA
NCT02417688,temp suspend due to covid,TRUE,TRUE
NCT02567110,Enrollment is temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02741648,Enrollment is temporarily suspended due to COVID-19; follow up for current participants is continuing.,TRUE,TRUE
NCT02784509,Temporary suspension due to COVID-19 stay-at-home order; will resume when clinic re-opens,TRUE,TRUE
NCT02796144,The FDA advised of a possible health risk associated with lorcaserin and the drug is being withdrawn.,FALSE,NA
NCT02945644,COVID19 pandemic,TRUE,FALSE
NCT03176134,COVID-19,TRUE,FALSE
NCT03281499,The study accrual is currently on hold until further notice due to the COVID-19 Pandemic.,TRUE,TRUE
NCT03408340,The study activities are suspended due to COVID-19,TRUE,FALSE
NCT03546335,Lapse in study funding.,FALSE,NA
NCT03660098,Due to COVID-19 virus,TRUE,FALSE
NCT03840486,Study is temporarily suspended due to COVID-19.,TRUE,TRUE
NCT03951363,Suspended due to COVID-19 restrictions (funding and in-person visits),TRUE,FALSE
NCT03975491,Temporarily suspended due to COVID-19. The study is planned to re-open. Suspension does not relate to withdrawal of IRB approval.,TRUE,TRUE
NCT04096482,Study is temporarily on hold pending updates and supplies from the sponsor.,FALSE,NA
NCT04180540,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT04246567,Ethics approval is expected from the pharmaceutical institution for the study which has received the local ethics committee approval.,FALSE,NA
NCT04278963,There were no eligible patients in the paticipated centers.,FALSE,NA
NCT04310865,There were no eligible patients with CoVID-19 in the paticipated centers.,FALSE,NA
NCT04382677,COVID-19 social distancing restrictions--temp halt of recruitment & intervention,TRUE,TRUE
NCT01059513,No participants enrolled,FALSE,NA
NCT01605318,No patients are enrolled in any studies conducted under this IND,FALSE,NA
NCT02160288,Low recruitment,FALSE,NA
NCT02645487,"Failed Audit; it was due to safety concerns after annual DSMC review, specifically safety assessments not being performed per protocol",FALSE,NA
NCT02762604,Temporarily paused due to COVID-19. Expected to resume. Not a suspension of IRB,TRUE,TRUE
NCT02802293,Study temporarily suspended due to COVID-19 pandemic,TRUE,TRUE
NCT02824848,Study stopped due to COVID-19 pandemic and will not resume.,TRUE,FALSE
NCT03052517,Company Decision,FALSE,NA
NCT03055585,Distancing and movement restrictions of the COVID-19 emergency response made continuation of clinic-based and field entomological trial activities infeasible,TRUE,FALSE
NCT03171545,Enrollment is temporarily paused due to COVID-19 and is expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03247231,Due to SARS-CoV2 (Covid-19) pandemia,TRUE,FALSE
NCT03284346,PI left,FALSE,NA
NCT03304821,Enrollment is temporarily suspended due to COVID-19,TRUE,TRUE
NCT03335878,Due to COVID 19.,TRUE,FALSE
NCT03540758,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03557502,All Clinical Trials at Univ Oregon halted due to COVID-19 pandemic,TRUE,FALSE
NCT03566511,Temporarily paused while we develop newer study techniques. We expect to resume; this is not a suspension of IRB approval.,FALSE,NA
NCT03594994,Suspended due to Covid-19,TRUE,FALSE
NCT03608163,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03646669,COVID-19,TRUE,FALSE
NCT03701828,Suspended due to Covid-19,TRUE,FALSE
NCT03764488,Healthy volunteer enrollment on hold at site due to COVID-19 pandemic.,TRUE,TRUE
NCT04004845,"Temporarily paused due to COVID19, expected to resume. This is not a suspension of IRB approval",TRUE,TRUE
NCT04079855,corona virus,TRUE,FALSE
NCT04160702,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04259385,Coronavirus stay-at-home orders prevent in-person data collection,TRUE,FALSE
NCT04266262,All research activities were suspended as a result of COVID-19.,TRUE,FALSE
NCT04286243,"In response to COVID-19, implementation has been put on hold at sites that had already launched.",TRUE,TRUE
NCT04384276,suspended due to COVID-19; no suspension of IRB,TRUE,FALSE
NCT01201850,Poor accrual,FALSE,NA
NCT01318590,Closed by CHUM REB for incomplete documentation of research activities.,FALSE,NA
NCT01486134,For technical reasons,FALSE,NA
NCT01977417,No funding,FALSE,NA
NCT02002507,We faced technical problem before conducting this study,FALSE,NA
NCT02109237,no funding,FALSE,NA
NCT03058068,PI left the institution,FALSE,NA
NCT03066596,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03122912,Enrollment and interactions/interventions paused due to COVID-19. Expected to resume in the future. This is not a suspension of IRB approval,TRUE,TRUE
NCT03291340,Recruitment temporarily suspended due to COVID-19 pandemic.,TRUE,TRUE
NCT03432208,Closed by CHUM REB for lack of documentation related to the recruitment of participants.,FALSE,NA
NCT03492177,Screening on hold due to covid-19 measures,TRUE,TRUE
NCT03533400,NHLBI has suggested the company focus on the other two ongoing trials,FALSE,NA
NCT03582384,Study never started,FALSE,NA
NCT03689244,Screening is temporarily halted due to COVID-19,TRUE,TRUE
NCT03722238,Management decision to temporarily suspend enrollment while the program is reassessed,FALSE,NA
NCT03728569,Enrollment and interactions/interventions paused due to COVID-19. Expected to resume in the future. This is not a suspension of IRB approval,TRUE,TRUE
NCT03767491,"Study must be registered under the sponsor instead of the site, so we have created a new posting in the sponsor's account.",FALSE,NA
NCT03769350,"Study must be registered under the sponsor instead of the site, so we have created a new posting in the sponsor's account.",FALSE,NA
NCT03861611,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04102254,Lead acquisition from company & COVID-19 restrictions,TRUE,FALSE
NCT04106973,Recruitment suspended secondary to social distancing directive associated with Covid-19,TRUE,FALSE
NCT04203238,Due to the SARS CoV2 pandemic,TRUE,FALSE
NCT04244682,Enrollment is suspended due to COVID-19.,TRUE,FALSE
NCT04252417,Due to other Phase 3 trial failure to meet primary endpoint,FALSE,NA
NCT04252430,Due to other phase 3 trial failure to meet primary endpoint,FALSE,NA
NCT04256148,Study is stopped due to the COVID-19 pandemic as WAIHA patients may be at higher risk of contracting disease based on SOC treatments.,TRUE,FALSE
NCT00992303,Due to CO-VID-19,TRUE,FALSE
NCT01570361,"The sponsor decided to terminate the study early due to enrolment not proceeding in accordance with expectations, independently from the study outcome.",FALSE,NA
NCT02038153,Low accrual,FALSE,NA
NCT02465034,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02479906,The results did not demonstrate sufficient clinical benefit induced specifically by the active treatment to justify continuation of the trial.,FALSE,NA
NCT02682082,Closed by CHUM REB for incomplete documentation of research activities.,FALSE,NA
NCT02685332,Due to COVID-19,TRUE,FALSE
NCT02694965,COVID-19; enrollment will resume when local guidance is updated,TRUE,TRUE
NCT02788019,Unable to complete the sample size needed for 80% power due to changes in surgical approach to adductor block usage.,FALSE,NA
NCT02834754,Limited time for enrollment of required number of subjects,FALSE,NA
NCT02944578,The study activities are on hold due to COVID-19,TRUE,TRUE
NCT03032042,We were not able to secure IRB approval in the timeline necessary to do this study.,FALSE,NA
NCT03040024,Halted due to COVID 19; we believe we have adequate data for analysis,TRUE,FALSE
NCT03079297,Covid-19,TRUE,FALSE
NCT03353272,COVID-19 institutional policy,TRUE,FALSE
NCT03433261,"Due to COVID-19 temporary suspension of in-person, non-essential research at Duke",TRUE,TRUE
NCT03435380,Covid-19,TRUE,FALSE
NCT03466398,Technical limitations encountered with the remote monitoring platform,FALSE,NA
NCT03554278,Covid-19,TRUE,FALSE
NCT03555981,In response to COVID pandemic,TRUE,FALSE
NCT03559634,COVID,TRUE,FALSE
NCT03599206,COVID 19,TRUE,FALSE
NCT03646877,COVID 19,TRUE,FALSE
NCT03647761,Covid19,TRUE,FALSE
NCT03661645,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT03667781,Covid-19,TRUE,FALSE
NCT03727893,"Temporarily paused due to COVID-19, expected to resume, IRB not suspended.",TRUE,TRUE
NCT03748277,"Recruitment terminated, all follow-up visits were canceled due to quarantine",TRUE,FALSE
NCT03761498,Covid-19,TRUE,FALSE
NCT03806556,Enrollment suspended for COVID-19 related reasons,TRUE,FALSE
NCT03834779,Covid 19,TRUE,FALSE
NCT03841357,Covid-19 Pandemic,TRUE,FALSE
NCT03857490,Covid-19,TRUE,FALSE
NCT03924245,Pending site logistics,FALSE,NA
NCT03976219,Enrollment and in-person study activity suspended due to COVID-19,TRUE,FALSE
NCT03981835,Covid-19,TRUE,FALSE
NCT03989635,Company Decision,FALSE,NA
NCT03990740,Logistical difficulties : protocol never finalized nor submitted,FALSE,NA
NCT03999879,Due to COVID 19,TRUE,FALSE
NCT04038099,Covid-19,TRUE,FALSE
NCT04061018,The study is temporarily suspended due to covid-19 policy.,TRUE,TRUE
NCT04067505,Adjustment of study protocol.,FALSE,NA
NCT04106011,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04138953,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT04156399,COVID-19 pandemic,TRUE,FALSE
NCT04156997,The study is temporarily suspended due to covid-19 policy.,TRUE,TRUE
NCT04164732,Only recruitment temporarily paused due to COVID-19,TRUE,TRUE
NCT04221594,The study activities are suspended due to COVID,TRUE,FALSE
NCT04226833,Recruitment is currently on hold due to COVID-19 pandemic,TRUE,TRUE
NCT04254185,Enrollment and interventions are temporarily paused due to COVID-19 and are expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
